"","Date","Client","Industry","Location","Position","Skillset","Interview_Type","Gender","Candidate_Loc","Job_Location","Venue","Native_Loc","Permission","Hope","3_hour_call","Alt_Number","Resume_Printout","Clarify_Venue","Share_Letter","Expected","Attendance","Marital_Status","Distance","DayOfWeek"
"128","2016-05-25","Standard Chartered Bank","BFSI","chennai","Routine","Accounting Operations","scheduled walk in","Male","Chennai","chennai","Chennai","Chennai","yes","yes","yes","yes","yes","yes","yes","yes","no","Single",0,"Wed"
"129","2016-05-25","Standard Chartered Bank","BFSI","chennai","Routine","Accounting Operations","scheduled walk in","Female","Chennai","chennai","Chennai","Chennai","yes","yes","yes","yes","yes","yes","yes","yes","yes","Single",0,"Wed"
"130","2016-05-25","Standard Chartered Bank","BFSI","chennai","Routine","Accounting Operations","scheduled walk in","Male","Chennai","chennai","Chennai","Chennai","yes","yes","yes","yes","yes","yes","yes","yes","yes","Single",0,"Wed"
"131","2016-05-25","Standard Chartered Bank","BFSI","chennai","Routine","Accounting Operations","scheduled walk in","Male","Chennai","chennai","Chennai","Chennai","yes","yes","yes","yes","yes","yes","yes","yes","no","Single",0,"Wed"
"132","2016-05-25","Standard Chartered Bank","BFSI","chennai","Routine","Accounting Operations","scheduled walk in","Female","Chennai","chennai","Chennai","Chennai","yes","yes","yes","yes","yes","yes","yes","yes","yes","Married",0,"Wed"
"133","2016-05-25","Standard Chartered Bank","BFSI","chennai","Routine","Accounting Operations","scheduled walk in","Female","Chennai","chennai","Chennai","Chennai","yes","yes","yes","yes","yes","yes","yes","yes","yes","Married",0,"Wed"
"134","2016-05-25","ANZ","BFSI","bangalore","Niche","Banking Operations","scheduled walk in","Male","Bangalore","bangalore","Bangalore","Bangalore","yes","yes","yes","yes","yes","yes","yes","yes","yes","Single",0,"Wed"
"135","2016-05-25","ANZ","BFSI","bangalore","Niche","Banking Operations","scheduled walk in","Male","Bangalore","bangalore","Bangalore","Chennai","yes","yes","yes","yes","yes","yes","yes","yes","yes","Single",0,"Wed"
"136","2016-05-25","ANZ","BFSI","bangalore","Niche","Banking Operations","scheduled","Male","Bangalore","bangalore","Bangalore","Pune","yes","yes","yes","yes","yes","yes","yes","yes","yes","Single",0,"Wed"
"137","2016-05-25","ANZ","BFSI","bangalore","Niche","Banking Operations","scheduled","Male","Bangalore","bangalore","Bangalore","Mumbai","yes","yes","yes","yes","yes","yes","yes","yes","yes","Single",0,"Wed"
"138","2016-05-25","ANZ","BFSI","bangalore","Niche","Banking Operations","scheduled","Male","Bangalore","bangalore","Bangalore","Bangalore","yes","yes","yes","yes","yes","yes","yes","yes","yes","Single",0,"Wed"
"139","2016-05-25","ANZ","BFSI","bangalore","Niche","Banking Operations","scheduled","Male","Bangalore","bangalore","Bangalore","Bangalore","yes","yes","yes","yes","yes","yes","yes","yes","yes","Single",0,"Wed"
"140","2016-05-25","ANZ","BFSI","bangalore","Niche","Banking Operations","scheduled","Male","Bangalore","bangalore","Bangalore","Bangalore","yes","yes","yes","yes","yes","yes","yes","yes","no","Single",0,"Wed"
"141","2016-05-25","ANZ","BFSI","bangalore","Niche","Banking Operations","scheduled","Female","Bangalore","bangalore","Bangalore","Chennai","yes","yes","yes","yes","yes","yes","yes","yes","yes","Married",0,"Wed"
"142","2016-05-25","ANZ","BFSI","bangalore","Niche","Banking Operations","scheduled","Male","Bangalore","bangalore","Bangalore","Pune","yes","yes","yes","yes","yes","yes","yes","yes","no","Single",0,"Wed"
"143","2016-05-25","ANZ","BFSI","bangalore","Niche","Banking Operations","scheduled","Female","Bangalore","bangalore","Bangalore","Hyderabad","yes","yes","yes","yes","yes","yes","yes","yes","yes","Married",0,"Wed"
"144","2016-05-25","ANZ","BFSI","bangalore","Niche","Banking Operations","scheduled","Male","Bangalore","bangalore","Bangalore","Kolkata","yes","yes","yes","yes","yes","yes","yes","yes","yes","Single",0,"Wed"
"145","2016-05-25","ANZ","BFSI","bangalore","Niche","Banking Operations","scheduled","Male","Bangalore","bangalore","Bangalore","Bangalore","yes","yes","yes","yes","yes","yes","yes","yes","yes","Single",0,"Wed"
"146","2016-05-25","ANZ","BFSI","bangalore","Niche","Banking Operations","scheduled","Male","Bangalore","bangalore","Bangalore","Chennai","yes","yes","yes","yes","yes","yes","yes","yes","yes","Single",0,"Wed"
"147","2016-05-25","ANZ","BFSI","bangalore","Niche","Banking Operations","scheduled","Male","Bangalore","bangalore","Bangalore","Chennai","yes","yes","yes","yes","yes","yes","yes","yes","yes","Single",0,"Wed"
"148","2016-05-25","ANZ","BFSI","bangalore","Niche","Banking Operations","scheduled","Male","Bangalore","bangalore","Bangalore","Bangalore","yes","yes","yes","yes","yes","yes","yes","yes","yes","Single",0,"Wed"
"149","2016-05-25","ANZ","BFSI","bangalore","Niche","Banking Operations","scheduled","Male","Bangalore","bangalore","Bangalore","Bangalore","yes","yes","yes","yes","yes","yes","yes","yes","yes","Single",0,"Wed"
"150","2016-05-25","ANZ","BFSI","bangalore","Niche","Banking Operations","scheduled","Male","Bangalore","bangalore","Bangalore","Bangalore","yes","yes","yes","yes","yes","yes","yes","yes","yes","Single",0,"Wed"
"151","2016-05-25","ANZ","BFSI","bangalore","Niche","Banking Operations","scheduled","Male","Bangalore","bangalore","Bangalore","Bangalore","yes","yes","yes","yes","yes","yes","yes","yes","yes","Single",0,"Wed"
"152","2016-05-25","ANZ","BFSI","bangalore","Niche","Banking Operations","scheduled","Male","Bangalore","bangalore","Bangalore","Trivandrum","yes","yes","yes","yes","yes","yes","yes","yes","yes","Single",0,"Wed"
"153","2016-05-25","ANZ","BFSI","bangalore","Niche","Banking Operations","scheduled","Male","Bangalore","bangalore","Bangalore","Bangalore","yes","yes","yes","yes","yes","yes","yes","yes","yes","Single",0,"Wed"
"154","2016-05-25","ANZ","BFSI","bangalore","Niche","Banking Operations","scheduled","Male","Bangalore","bangalore","Bangalore","Bangalore","yes","yes","yes","yes","yes","yes","yes","yes","yes","Single",0,"Wed"
"155","2016-05-25","ANZ","BFSI","bangalore","Niche","Banking Operations","scheduled","Male","Bangalore","bangalore","Bangalore","Bangalore","yes","yes","yes","yes","yes","yes","yes","yes","yes","Single",0,"Wed"
"156","2016-12-04","Standard Chartered Bank","BFSI","bangalore","Routine","Fresher","walkin","Male","Bangalore","bangalore","Bangalore","Bangalore","yes","yes","yes","yes","yes","yes","yes","yes","yes","Single",0,"Sun"
"157","2016-12-04","Standard Chartered Bank","BFSI","bangalore","Routine","Fresher","walkin","Male","Bangalore","bangalore","Bangalore","Bangalore","yes","yes","yes","yes","yes","yes","yes","yes","yes","Single",0,"Sun"
"158","2016-12-04","Standard Chartered Bank","BFSI","bangalore","Routine","Fresher","walkin","Male","Bangalore","bangalore","Bangalore","Bangalore","yes","yes","yes","yes","yes","yes","yes","yes","yes","Single",0,"Sun"
"159","2016-12-04","Standard Chartered Bank","BFSI","bangalore","Routine","Fresher","walkin","Female","Bangalore","bangalore","Bangalore","Bangalore","yes","yes","yes","yes","yes","yes","yes","yes","no","Single",0,"Sun"
"160","2016-12-04","Standard Chartered Bank","BFSI","bangalore","Routine","Fresher","walkin","Female","Bangalore","bangalore","Bangalore","Bangalore","yes","yes","yes","yes","yes","yes","yes","yes","no","Single",0,"Sun"
"161","2016-12-04","Standard Chartered Bank","BFSI","bangalore","Routine","Fresher","walkin","Female","Bangalore","bangalore","Bangalore","Bangalore","yes","yes","yes","yes","yes","yes","yes","yes","yes","Single",0,"Sun"
"162","2016-12-04","Standard Chartered Bank","BFSI","bangalore","Routine","Fresher","walkin","Male","Bangalore","bangalore","Bangalore","Bangalore","yes","yes","yes","yes","yes","yes","yes","yes","yes","Single",0,"Sun"
"163","2016-12-04","Standard Chartered Bank","BFSI","bangalore","Routine","Fresher","walkin","Female","Bangalore","bangalore","Bangalore","Bangalore","yes","yes","yes","yes","yes","yes","yes","yes","yes","Single",0,"Sun"
"164","2016-12-04","Standard Chartered Bank","BFSI","bangalore","Routine","Fresher","walkin","Female","Bangalore","bangalore","Bangalore","Bangalore","yes","yes","yes","yes","yes","yes","yes","yes","yes","Single",0,"Sun"
"165","2016-12-04","Standard Chartered Bank","BFSI","bangalore","Routine","Fresher","walkin","Male","Bangalore","bangalore","Bangalore","Bangalore","yes","yes","yes","yes","yes","yes","yes","yes","no","Single",0,"Sun"
"166","2016-12-04","Standard Chartered Bank","BFSI","bangalore","Routine","Fresher","walkin","Male","Bangalore","bangalore","Bangalore","Bangalore","yes","yes","yes","yes","yes","yes","yes","yes","yes","Single",0,"Sun"
"167","2016-12-04","Standard Chartered Bank","BFSI","bangalore","Routine","Fresher","walkin","Male","Bangalore","bangalore","Bangalore","Bangalore","yes","yes","yes","yes","yes","yes","yes","yes","yes","Single",0,"Sun"
"168","2016-12-04","Standard Chartered Bank","BFSI","bangalore","Routine","Fresher","walkin","Male","Bangalore","bangalore","Bangalore","Bangalore","yes","yes","yes","yes","yes","yes","yes","yes","yes","Single",0,"Sun"
"169","2016-12-04","Standard Chartered Bank","BFSI","bangalore","Routine","Fresher","walkin","Male","Bangalore","bangalore","Bangalore","Bangalore","yes","yes","yes","yes","yes","yes","yes","yes","no","Single",0,"Sun"
"170","2016-12-04","Standard Chartered Bank","BFSI","bangalore","Routine","Fresher","walkin","Male","Bangalore","bangalore","Bangalore","Bangalore","yes","yes","yes","yes","yes","yes","yes","yes","no","Single",0,"Sun"
"171","2016-12-04","Standard Chartered Bank","BFSI","bangalore","Routine","Fresher","walkin","Male","Bangalore","bangalore","Bangalore","Bangalore","yes","yes","yes","yes","yes","yes","yes","yes","yes","Single",0,"Sun"
"172","2016-12-04","Standard Chartered Bank","BFSI","bangalore","Routine","Fresher","walkin","Male","Bangalore","bangalore","Bangalore","Bangalore","yes","yes","yes","yes","yes","yes","yes","yes","yes","Single",0,"Sun"
"173","2016-12-04","Standard Chartered Bank","BFSI","bangalore","Routine","Fresher","walkin","Female","Bangalore","bangalore","Bangalore","Bangalore","yes","yes","yes","yes","yes","yes","yes","yes","yes","Married",0,"Sun"
"174","2016-12-04","Standard Chartered Bank","BFSI","bangalore","Routine","Fresher","walkin","Male","Bangalore","bangalore","Bangalore","Bangalore","yes","yes","yes","yes","yes","yes","yes","yes","yes","Single",0,"Sun"
"175","2016-12-04","Standard Chartered Bank","BFSI","bangalore","Routine","Fresher","walkin","Male","Bangalore","bangalore","Bangalore","Bangalore","yes","yes","yes","yes","yes","yes","yes","yes","no","Single",0,"Sun"
"176","2016-12-04","Standard Chartered Bank","BFSI","bangalore","Routine","Fresher","walkin","Male","Bangalore","bangalore","Bangalore","Bangalore","yes","yes","yes","yes","yes","yes","yes","yes","yes","Single",0,"Sun"
"177","2016-12-04","Standard Chartered Bank","BFSI","bangalore","Routine","Fresher","walkin","Male","Bangalore","bangalore","Bangalore","Bangalore","yes","yes","yes","yes","yes","yes","yes","yes","yes","Single",0,"Sun"
"178","2016-12-04","Standard Chartered Bank","BFSI","bangalore","Routine","Fresher","walkin","Male","Bangalore","bangalore","Bangalore","Bangalore","yes","yes","yes","yes","yes","yes","yes","yes","no","Single",0,"Sun"
"179","2016-12-04","Standard Chartered Bank","BFSI","bangalore","Routine","Fresher","walkin","Male","Bangalore","bangalore","Bangalore","Bangalore","yes","yes","yes","yes","yes","yes","yes","yes","no","Single",0,"Sun"
"180","2016-12-04","Standard Chartered Bank","BFSI","bangalore","Routine","Fresher","walkin","Female","Bangalore","bangalore","Bangalore","Bangalore","yes","yes","yes","yes","yes","yes","yes","yes","yes","Married",0,"Sun"
"181","2016-12-04","Standard Chartered Bank","BFSI","bangalore","Routine","Fresher","walkin","Female","Bangalore","bangalore","Bangalore","Bangalore","yes","yes","yes","yes","yes","yes","yes","yes","yes","Single",0,"Sun"
"182","2016-12-04","Standard Chartered Bank","BFSI","bangalore","Routine","Fresher","walkin","Male","Bangalore","bangalore","Bangalore","Bangalore","yes","yes","yes","yes","yes","yes","yes","yes","yes","Single",0,"Sun"
"183","2016-12-04","Standard Chartered Bank","BFSI","bangalore","Routine","Fresher","walkin","Female","Bangalore","bangalore","Bangalore","Bangalore","yes","yes","yes","yes","yes","yes","yes","yes","yes","Married",0,"Sun"
"184","2016-12-04","Standard Chartered Bank","BFSI","bangalore","Routine","Fresher","walkin","Male","Bangalore","bangalore","Bangalore","Bangalore","yes","yes","yes","yes","yes","yes","yes","yes","yes","Single",0,"Sun"
"185","2016-12-04","Standard Chartered Bank","BFSI","bangalore","Routine","Fresher","walkin","Male","Bangalore","bangalore","Bangalore","Bangalore","yes","yes","yes","yes","yes","yes","yes","yes","yes","Single",0,"Sun"
"186","2016-12-04","Standard Chartered Bank","BFSI","bangalore","Routine","Fresher","walkin","Male","Bangalore","bangalore","Bangalore","Bangalore","yes","yes","yes","yes","yes","yes","yes","yes","yes","Single",0,"Sun"
"187","2016-12-04","Standard Chartered Bank","BFSI","bangalore","Routine","Fresher","walkin","Male","Bangalore","bangalore","Bangalore","Bangalore","yes","yes","yes","yes","yes","yes","yes","yes","yes","Single",0,"Sun"
"188","2016-12-04","Standard Chartered Bank","BFSI","bangalore","Routine","Fresher","walkin","Male","Bangalore","bangalore","Bangalore","Bangalore","yes","yes","yes","yes","yes","yes","yes","yes","yes","Single",0,"Sun"
"189","2016-12-04","Standard Chartered Bank","BFSI","bangalore","Routine","Fresher","walkin","Male","Bangalore","bangalore","Bangalore","Bangalore","yes","yes","yes","yes","yes","yes","yes","yes","yes","Single",0,"Sun"
"190","2016-12-04","Standard Chartered Bank","BFSI","bangalore","Routine","Fresher","walkin","Male","Bangalore","bangalore","Bangalore","Bangalore","yes","yes","yes","yes","yes","yes","yes","yes","yes","Single",0,"Sun"
"191","2016-12-04","Standard Chartered Bank","BFSI","bangalore","Routine","Fresher","walkin","Female","Bangalore","bangalore","Bangalore","Bangalore","yes","yes","yes","yes","yes","yes","yes","yes","yes","Married",0,"Sun"
"192","2016-12-04","Standard Chartered Bank","BFSI","bangalore","Routine","Fresher","walkin","Male","Bangalore","bangalore","Bangalore","Bangalore","yes","yes","yes","yes","yes","yes","yes","yes","yes","Single",0,"Sun"
"193","2016-12-04","Standard Chartered Bank","BFSI","bangalore","Routine","Fresher","walkin","Male","Bangalore","bangalore","Bangalore","Bangalore","yes","yes","yes","yes","yes","yes","yes","yes","yes","Single",0,"Sun"
"194","2016-12-04","Standard Chartered Bank","BFSI","bangalore","Routine","Fresher","walkin","Male","Bangalore","bangalore","Bangalore","Bangalore","yes","yes","yes","yes","yes","yes","yes","yes","yes","Single",0,"Sun"
"195","2016-12-04","Standard Chartered Bank","BFSI","bangalore","Routine","Fresher","walkin","Male","Bangalore","bangalore","Bangalore","Bangalore","yes","yes","yes","yes","yes","yes","yes","yes","yes","Single",0,"Sun"
"196","2016-12-04","Standard Chartered Bank","BFSI","bangalore","Routine","Fresher","walkin","Male","Bangalore","bangalore","Bangalore","Bangalore","yes","yes","yes","yes","yes","yes","yes","yes","yes","Single",0,"Sun"
"197","2016-12-04","Standard Chartered Bank","BFSI","bangalore","Routine","Fresher","walkin","Male","Bangalore","bangalore","Bangalore","Bangalore","yes","yes","yes","yes","yes","yes","yes","yes","yes","Single",0,"Sun"
"198","2016-12-04","Standard Chartered Bank","BFSI","bangalore","Routine","Fresher","walkin","Male","Bangalore","bangalore","Bangalore","Bangalore","yes","yes","yes","yes","yes","yes","yes","yes","yes","Single",0,"Sun"
"199","2016-12-04","Standard Chartered Bank","BFSI","bangalore","Routine","Fresher","walkin","Female","Bangalore","bangalore","Bangalore","Bangalore","yes","yes","yes","yes","yes","yes","yes","yes","no","Married",0,"Sun"
"200","2016-12-04","Standard Chartered Bank","BFSI","bangalore","Routine","Fresher","walkin","Female","Bangalore","bangalore","Bangalore","Bangalore","yes","yes","yes","yes","yes","yes","yes","yes","no","Single",0,"Sun"
"201","2016-12-04","Standard Chartered Bank","BFSI","bangalore","Routine","Fresher","walkin","Female","Bangalore","bangalore","Bangalore","Bangalore","yes","yes","yes","yes","yes","yes","yes","yes","yes","Single",0,"Sun"
"202","2016-12-04","Standard Chartered Bank","BFSI","bangalore","Routine","Fresher","walkin","Male","Bangalore","bangalore","Bangalore","Bangalore","yes","yes","yes","yes","yes","yes","yes","yes","no","Single",0,"Sun"
"203","2016-12-04","Standard Chartered Bank","BFSI","bangalore","Routine","Fresher","walkin","Female","Bangalore","bangalore","Bangalore","Bangalore","yes","yes","yes","yes","yes","yes","yes","yes","yes","Single",0,"Sun"
